MeterID,Zone,ConsumerType,Date,EnergyConsymed_kwh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR3575,North,Residential,28-08-2025,287.8,10.8,10,Active,6.5
MTR3576,North,Industrial,24-03-2025,1268.8,42.9,5,Active,9.5
MTR3577,North,Industrial,29-05-2025,1731.9,55.6,17,Active,9.5
MTR3578,South,Commercial,09-12-2025,877.1,35,16,Active,8.2
MTR3579,North,Commercial,27-09-2025,1021.6,37.1,2,Active,8.2
MTR3580,South,Industrial,08-08-2025,1708.6,51.8,15,Active,9.5
MTR3581,Central,Industrial,24-02-2025,1752.3,61.9,7,Active,9.5
MTR3582,North,Residential,05-06-2025,256.1,7.7,15,Active,6.5
MTR3583,Central,Industrial,03-04-2025,1253.3,48.4,12,Active,9.5
MTR3584,South,Commercial,06-11-2025,789.7,22.9,11,Active,8.2
MTR3585,Central,Industrial,02-09-2025,1517.2,46.4,29,Active,9.5
MTR3586,South,Commercial,03-06-2025,833,28.3,4,Active,8.2
MTR3587,South,Commercial,15-05-2025,623.6,21,13,Active,8.2
MTR3588,North,Industrial,25-09-2025,1536,50.6,6,Active,9.5
MTR3589,North,Industrial,24-01-2025,1525.2,53.9,1,Active,9.5
MTR3590,Central,Commercial,24-02-2025,824.4,24.9,19,Active,8.2
MTR3591,South,Commercial,26-05-2025,918.4,31.8,11,Active,8.2
MTR3592,South,Residential,10-02-2025,337.2,11.4,0,Active,6.5
MTR3593,South,Industrial,04-06-2025,1544.7,46.2,7,Active,9.5
MTR3594,South,Residential,22-04-2025,245.6,7.5,9,Active,6.5
MTR3595,South,Residential,28-05-2025,258.6,9,0,Active,6.5
MTR3596,South,Residential,12-08-2025,200.7,7.9,13,Faulty,6.5
MTR3597,North,Commercial,20-12-2025,771.6,24.8,8,Active,8.2
MTR3598,North,Commercial,22-10-2025,870.9,34.6,2,Active,8.2
MTR3599,Central,Industrial,13-02-2025,2033.5,72.9,13,Active,9.5
MTR3600,Central,Industrial,25-08-2025,1564,59.4,7,Active,9.5
MTR3601,Central,Industrial,14-12-2025,1821.9,67.4,7,Active,9.5
MTR3602,South,Industrial,21-08-2025,1737.8,55.1,13,Active,9.5
MTR3603,North,Residential,10-12-2025,322.7,12.3,13,Active,6.5
MTR3604,South,Residential,14-05-2025,300,11.2,1,Active,6.5
MTR3605,North,Industrial,15-10-2025,1632.5,54.2,4,Active,9.5
MTR3606,Central,Commercial,21-12-2025,703.6,24.1,10,Active,8.2
MTR3607,North,Residential,30-05-2025,270.5,8.8,5,Faulty,6.5
MTR3608,North,Residential,25-07-2025,225.7,7.7,3,Active,6.5
MTR3609,Central,Industrial,22-04-2025,1125.8,34.9,2,Active,9.5
MTR3610,North,Residential,06-03-2025,220.8,7.2,0,Active,6.5
MTR3611,South,Commercial,14-01-2025,741,21.5,12,Active,8.2
MTR3612,South,Commercial,11-12-2025,746.4,23.1,0,Active,8.2
MTR3613,Central,Industrial,17-01-2025,1646.7,47.9,19,Faulty,9.5
MTR3614,South,Commercial,31-03-2025,752.3,23.7,0,Active,8.2
MTR3615,North,Industrial,04-01-2025,1755.4,54.5,13,Active,9.5
MTR3616,Central,Industrial,17-03-2025,1614.4,54,1,Active,9.5
MTR3617,South,Commercial,30-07-2025,772.7,28.9,9,Active,8.2
MTR3618,Central,Residential,31-03-2025,241.4,8,1,Active,6.5
MTR3619,North,Commercial,27-12-2025,677.3,19.9,2,Active,8.2
MTR3620,Central,Residential,11-01-2025,255.7,8.3,8,Faulty,6.5
MTR3621,Central,Residential,10-06-2025,216.8,7.4,4,Active,6.5
MTR3622,South,Commercial,15-11-2025,1068.7,38.8,3,Active,8.2
MTR3623,Central,Commercial,31-08-2025,987.7,31.2,5,Active,8.2
MTR3624,Central,Industrial,05-11-2025,1802.2,56.6,15,Active,9.5
MTR3625,South,Residential,28-08-2025,258.2,7.4,1,Active,6.5
MTR3626,Central,Industrial,17-07-2025,1723.5,49.3,5,Faulty,9.5
MTR3627,North,Commercial,05-05-2025,987.5,29.8,8,Faulty,8.2
MTR3628,South,Industrial,31-03-2025,1461.3,41.8,4,Active,9.5
MTR3629,Central,Residential,02-05-2025,267.8,8.5,1,Active,6.5
MTR3630,South,Industrial,04-03-2025,1366.6,42.9,4,Active,9.5
MTR3631,South,Residential,09-11-2025,297.6,9.5,13,Active,6.5
MTR3632,North,Residential,28-10-2025,279.6,9.1,5,Active,6.5
MTR3633,North,Commercial,06-05-2025,846.9,32.8,20,Active,8.2
MTR3634,North,Industrial,19-09-2025,1838.9,59.2,23,Active,9.5
MTR3635,South,Industrial,13-01-2025,1484.4,51.7,17,Active,9.5
MTR3636,North,Commercial,09-08-2025,926.1,32.8,29,Active,8.2
MTR3637,Central,Commercial,11-05-2025,946.7,37.8,5,Active,8.2
MTR3638,South,Commercial,20-03-2025,811.1,28,8,Active,8.2
MTR3639,South,Industrial,17-02-2025,1731.6,49.7,19,Active,9.5
MTR3640,North,Industrial,07-01-2025,1550.7,46.4,7,Active,9.5
MTR3641,Central,Residential,08-05-2025,293,9.5,5,Active,6.5
MTR3642,North,Commercial,01-03-2025,670.8,24.9,15,Active,8.2
MTR3643,North,Industrial,11-07-2025,2028.2,73.1,9,Active,9.5
MTR3644,North,Commercial,09-06-2025,726.2,21.3,6,Active,8.2
MTR3645,South,Residential,27-09-2025,243.9,7.6,32,Active,6.5
MTR3646,North,Commercial,31-01-2025,634.5,20.5,0,Active,8.2
MTR3647,South,Industrial,23-01-2025,1617.7,61.9,2,Active,9.5
MTR3648,North,Residential,26-08-2025,263.5,8.9,9,Active,6.5
MTR3649,South,Industrial,14-03-2025,1499.3,46.1,8,Active,9.5
MTR3650,South,Industrial,20-03-2025,1420.9,54.2,8,Active,9.5
MTR3651,Central,Industrial,02-05-2025,1533.7,45.6,0,Active,9.5
MTR3652,North,Industrial,21-08-2025,1826.7,68.8,0,Active,9.5
MTR3653,Central,Residential,24-12-2025,277.7,11.1,3,Active,6.5
MTR3654,South,Industrial,16-11-2025,1935.5,73.4,1,Active,9.5
MTR3655,South,Residential,06-06-2025,312.2,9.5,7,Active,6.5
MTR3656,South,Industrial,02-06-2025,1816.9,60.4,9,Active,9.5
MTR3657,Central,Residential,25-11-2025,265.9,7.6,3,Faulty,6.5
MTR3658,North,Industrial,21-05-2025,1719.2,49.9,2,Active,9.5
MTR3659,Central,Commercial,27-03-2025,639,23.7,0,Active,8.2
MTR3660,North,Residential,30-09-2025,238.8,7.7,3,Active,6.5
MTR3661,South,Commercial,13-07-2025,875.5,28.8,14,Active,8.2
MTR3662,Central,Commercial,20-02-2025,1043.9,32.5,10,Active,8.2
MTR3663,South,Commercial,22-07-2025,832.1,26.7,31,Active,8.2
MTR3664,Central,Commercial,18-12-2025,1018.2,36.8,9,Active,8.2
MTR3665,South,Industrial,14-11-2025,1705.6,55.2,7,Active,9.5
MTR3666,North,Residential,29-03-2025,237,7.4,5,Active,6.5
MTR3667,North,Residential,07-08-2025,304.7,8.9,0,Active,6.5
MTR3668,Central,Residential,24-02-2025,265,8.1,5,Active,6.5
MTR3669,South,Commercial,15-07-2025,903,26.4,2,Active,8.2
MTR3670,South,Commercial,28-10-2025,797.6,27.8,4,Active,8.2
MTR3671,North,Commercial,01-03-2025,605.4,18.4,2,Active,8.2
MTR3672,South,Residential,15-10-2025,200,6.9,3,Active,6.5
MTR3673,North,Residential,22-12-2025,272.1,8.4,1,Faulty,6.5
MTR3674,North,Residential,14-07-2025,235.7,8.5,3,Active,6.5
MTR3675,North,Industrial,07-10-2025,1652.5,58.2,6,Active,9.5
MTR3676,South,Industrial,19-03-2025,1136.8,32.7,8,Active,9.5
MTR3677,Central,Residential,29-03-2025,291.5,11.4,1,Active,6.5
MTR3678,North,Residential,30-03-2025,274,9,36,Active,6.5
MTR3679,South,Residential,06-10-2025,267.4,9.6,16,Active,6.5
MTR3680,Central,Industrial,22-06-2025,1611.3,60.1,6,Active,9.5
MTR3681,North,Industrial,01-12-2025,1693.8,66.5,1,Active,9.5
MTR3682,South,Industrial,27-12-2025,1693.7,50.8,3,Faulty,9.5
MTR3683,Central,Commercial,20-10-2025,895.4,34.4,20,Faulty,8.2
MTR3684,South,Industrial,27-05-2025,1643.8,53.1,7,Faulty,9.5
MTR3685,Central,Industrial,23-07-2025,1645.9,51.2,0,Active,9.5
MTR3686,Central,Industrial,14-07-2025,1650.6,54.2,15,Active,9.5
MTR3687,North,Commercial,29-05-2025,754.1,22.2,6,Active,8.2
MTR3688,North,Residential,14-04-2025,237.2,7.2,21,Active,6.5
MTR3689,North,Commercial,25-10-2025,1083.3,39,7,Active,8.2
MTR3690,Central,Commercial,25-11-2025,920.5,27.4,3,Active,8.2
MTR3691,Central,Industrial,04-10-2025,1674.3,48.5,0,Active,9.5
MTR3692,Central,Industrial,03-02-2025,1751,66.1,5,Active,9.5
MTR3693,South,Commercial,07-03-2025,857.5,25.9,5,Active,8.2
MTR3694,North,Industrial,02-06-2025,1535.2,44.9,1,Active,9.5
MTR3695,North,Residential,24-02-2025,234.7,7.7,11,Active,6.5
MTR3696,Central,Industrial,07-11-2025,1706.6,57.8,4,Active,9.5
MTR3697,North,Residential,08-06-2025,224.3,6.6,0,Active,6.5
MTR3698,South,Industrial,26-08-2025,1811,55.6,3,Faulty,9.5
MTR3699,South,Industrial,21-12-2025,1745.8,65.7,5,Active,9.5
MTR3700,North,Commercial,16-05-2025,705.6,24.4,2,Active,8.2
MTR3701,Central,Industrial,17-07-2025,1694.6,62.6,9,Active,9.5
MTR3702,South,Industrial,05-07-2025,1631.1,49.3,7,Active,9.5
MTR3703,South,Residential,13-07-2025,249.4,7.7,8,Active,6.5
MTR3704,Central,Commercial,24-11-2025,850.7,24.3,0,Active,8.2
MTR3705,South,Industrial,06-04-2025,1168.3,44.1,2,Active,9.5
MTR3706,South,Commercial,24-01-2025,806.6,28.6,8,Active,8.2
MTR3707,South,Residential,13-08-2025,202.4,6.7,7,Active,6.5
MTR3708,North,Industrial,31-12-2025,1551.8,47.1,5,Active,9.5
MTR3709,North,Industrial,20-03-2025,1544.8,56.6,0,Active,9.5
MTR3710,South,Residential,10-08-2025,284,8.7,1,Active,6.5
MTR3711,Central,Residential,29-08-2025,321.4,10.5,19,Active,6.5
MTR3712,North,Commercial,25-05-2025,806.1,26.4,0,Faulty,8.2
MTR3713,Central,Residential,21-07-2025,260.2,7.5,13,Active,6.5
MTR3714,Central,Residential,20-12-2025,316.2,9.3,10,Active,6.5
MTR3715,Central,Industrial,26-11-2025,1342.7,49,9,Faulty,9.5
MTR3716,South,Commercial,17-03-2025,878.8,26.4,12,Faulty,8.2
MTR3717,Central,Commercial,14-02-2025,725.9,29,12,Active,8.2
MTR3718,South,Industrial,11-07-2025,1982.9,72.9,1,Active,9.5
MTR3719,Central,Commercial,17-06-2025,779.7,27.8,8,Active,8.2
MTR3720,South,Residential,07-09-2025,270.2,10.5,2,Active,6.5
MTR3721,South,Residential,02-04-2025,258.8,8.1,0,Active,6.5
MTR3722,South,Residential,10-09-2025,336.8,10.1,1,Faulty,6.5
MTR3723,Central,Commercial,23-06-2025,859.6,32.1,6,Active,8.2
MTR3724,South,Industrial,22-01-2025,1490.7,54.8,12,Active,9.5
MTR3725,North,Industrial,18-11-2025,1668.8,54.3,6,Active,9.5
MTR3726,North,Residential,22-01-2025,261,7.8,13,Active,6.5
MTR3727,North,Industrial,16-11-2025,1569.5,49,37,Active,9.5
MTR3728,Central,Industrial,05-12-2025,1596.3,49.4,0,Active,9.5
MTR3729,North,Commercial,05-08-2025,811.6,31.8,28,Active,8.2
MTR3730,North,Residential,18-09-2025,257.5,7.7,11,Active,6.5
MTR3731,South,Industrial,17-03-2025,1636.9,60.1,7,Active,9.5
MTR3732,South,Industrial,07-11-2025,1509.8,49,10,Active,9.5
MTR3733,North,Industrial,22-06-2025,1307.2,38.1,7,Active,9.5
MTR3734,Central,Commercial,16-11-2025,790.1,30.3,7,Active,8.2
MTR3735,South,Industrial,03-12-2025,1750,54.8,0,Active,9.5
MTR3736,South,Commercial,03-08-2025,746.8,28.7,11,Active,8.2
MTR3737,Central,Commercial,05-11-2025,762.1,22,0,Active,8.2
MTR3738,North,Residential,30-06-2025,235.5,8.2,9,Active,6.5
MTR3739,North,Residential,22-02-2025,243.7,7.9,0,Active,6.5
MTR3740,South,Industrial,10-01-2025,1629.7,47.6,0,Active,9.5
MTR3741,North,Commercial,28-11-2025,916.2,34.4,4,Active,8.2
MTR3742,North,Residential,31-10-2025,250.6,9.6,10,Active,6.5
MTR3743,Central,Residential,24-08-2025,216.3,6.5,9,Active,6.5
MTR3744,North,Commercial,26-02-2025,644.1,18.6,0,Active,8.2
MTR3745,South,Residential,17-07-2025,207.8,6.6,0,Active,6.5
MTR3746,South,Residential,23-05-2025,307.3,8.9,3,Active,6.5
MTR3747,North,Commercial,02-04-2025,748.5,21.6,5,Faulty,8.2
MTR3748,North,Industrial,28-01-2025,1874.3,69.4,1,Faulty,9.5
MTR3749,South,Industrial,11-10-2025,1997.2,60.4,7,Active,9.5
MTR3750,Central,Industrial,02-02-2025,1962.3,77.6,9,Active,9.5
MTR3751,Central,Industrial,15-05-2025,1632.2,63.3,5,Active,9.5
MTR3752,South,Commercial,27-05-2025,690.1,20,8,Active,8.2
MTR3753,Central,Commercial,25-10-2025,877.6,29.4,2,Active,8.2
MTR3754,South,Industrial,12-02-2025,1481.7,46.8,5,Active,9.5
MTR3755,Central,Industrial,21-07-2025,1332.2,52,9,Faulty,9.5
MTR3756,North,Residential,10-03-2025,222.3,7.7,11,Active,6.5
MTR3757,South,Residential,22-02-2025,199,6,3,Active,6.5
MTR3758,Central,Industrial,23-01-2025,1579.6,55.7,3,Active,9.5
MTR3759,Central,Commercial,01-03-2025,666.6,22.7,8,Faulty,8.2
MTR3760,Central,Residential,10-04-2025,257.1,9.7,19,Active,6.5
MTR3761,South,Industrial,04-08-2025,1698,54.7,2,Active,9.5
MTR3762,North,Commercial,20-10-2025,527.3,20.9,1,Active,8.2
MTR3763,North,Commercial,04-04-2025,450.3,14.4,7,Active,8.2
MTR3764,South,Commercial,15-06-2025,897.4,28.5,5,Active,8.2
MTR3765,Central,Residential,30-06-2025,221.5,7.5,2,Active,6.5
MTR3766,South,Industrial,09-03-2025,1504.9,53.7,0,Active,9.5
MTR3767,South,Residential,28-10-2025,258.6,8,0,Active,6.5
MTR3768,Central,Industrial,18-08-2025,1932.8,56.9,0,Active,9.5
MTR3769,South,Residential,20-05-2025,229,7.6,0,Active,6.5
MTR3770,Central,Commercial,12-04-2025,767.4,27.8,1,Active,8.2
MTR3771,North,Residential,04-04-2025,300.8,9.9,3,Active,6.5
MTR3772,South,Residential,03-02-2025,267.4,7.7,5,Active,6.5
MTR3773,Central,Residential,15-10-2025,282.5,8.4,4,Active,6.5
MTR3774,North,Residential,12-12-2025,283,8.6,2,Faulty,6.5
MTR3775,South,Residential,14-06-2025,279.2,9.4,22,Active,6.5
MTR3776,South,Residential,25-10-2025,207.9,6.5,7,Active,6.5
MTR3777,North,Residential,26-08-2025,252.3,9.8,9,Active,6.5
MTR3778,Central,Commercial,02-11-2025,558.2,16.9,9,Active,8.2
MTR3779,South,Residential,05-06-2025,220.1,7.2,2,Active,6.5
MTR3780,South,Residential,22-09-2025,288.5,9.3,3,Active,6.5
MTR3781,Central,Industrial,09-01-2025,1989.9,71.6,9,Faulty,9.5
MTR3782,North,Commercial,10-11-2025,807.4,28,7,Active,8.2
MTR3783,North,Residential,14-01-2025,236.9,9.1,2,Active,6.5
MTR3784,Central,Residential,19-08-2025,297,10.4,7,Active,6.5
MTR3785,Central,Commercial,05-07-2025,756.1,25.9,8,Active,8.2
MTR3786,Central,Industrial,30-01-2025,1544.2,59.2,10,Active,9.5
MTR3787,South,Commercial,26-08-2025,754.1,23.4,9,Faulty,8.2
MTR3788,North,Residential,04-11-2025,238.2,7.9,0,Active,6.5
MTR3789,Central,Commercial,01-04-2025,792.4,24.1,0,Active,8.2
MTR3790,Central,Commercial,17-04-2025,907.3,34.6,10,Active,8.2
MTR3791,North,Industrial,09-10-2025,2004.3,73.4,6,Active,9.5
MTR3792,North,Commercial,19-07-2025,868,26.6,7,Active,8.2
MTR3793,Central,Industrial,15-06-2025,1429.3,51,6,Active,9.5
MTR3794,South,Commercial,06-03-2025,689,21.1,0,Active,8.2
MTR3795,North,Industrial,09-05-2025,1848.4,54.8,0,Active,9.5
MTR3796,South,Industrial,18-05-2025,1351.7,40,11,Active,9.5
MTR3797,North,Residential,13-02-2025,231,9,7,Active,6.5
MTR3798,South,Commercial,21-01-2025,832.9,26,19,Active,8.2
MTR3799,South,Commercial,16-09-2025,739.5,24.9,13,Active,8.2
MTR3800,South,Residential,18-11-2025,304.3,11.8,1,Active,6.5
MTR3801,South,Commercial,11-03-2025,883.2,30.4,0,Faulty,8.2
MTR3802,Central,Commercial,11-08-2025,844.1,30.7,0,Active,8.2
MTR3803,South,Commercial,24-10-2025,615.1,18.8,6,Active,8.2
MTR3804,South,Commercial,08-02-2025,611.7,19.1,6,Active,8.2
MTR3805,South,Commercial,13-01-2025,764,23.5,8,Active,8.2
MTR3806,South,Industrial,27-11-2025,1608.9,55.9,30,Active,9.5
MTR3807,Central,Industrial,13-06-2025,1613,54.4,4,Active,9.5
MTR3808,South,Industrial,26-11-2025,1541.3,44.3,12,Active,9.5
MTR3809,Central,Residential,27-10-2025,217.4,6.9,1,Active,6.5
MTR3810,Central,Residential,14-06-2025,279.3,8.3,23,Faulty,6.5
MTR3811,North,Industrial,02-06-2025,1364,51.1,4,Active,9.5
MTR3812,North,Industrial,19-03-2025,1424.8,44.1,3,Active,9.5
MTR3813,North,Residential,02-01-2025,325.3,10.7,1,Active,6.5
MTR3814,Central,Commercial,25-12-2025,1001.8,29.3,0,Active,8.2
MTR3815,Central,Commercial,19-07-2025,751,28.9,2,Active,8.2
MTR3816,North,Industrial,13-01-2025,1274.8,50.6,12,Active,9.5
MTR3817,South,Industrial,24-08-2025,1421.7,41.3,2,Active,9.5
MTR3818,North,Commercial,21-10-2025,834.7,25.3,1,Active,8.2
MTR3819,Central,Commercial,04-03-2025,782.5,25.7,0,Faulty,8.2
MTR3820,South,Commercial,19-04-2025,791.1,27.4,4,Active,8.2
MTR3821,North,Industrial,09-07-2025,1638.3,59.6,12,Active,9.5
MTR3822,North,Commercial,31-10-2025,706.2,22.5,12,Active,8.2
MTR3823,Central,Industrial,13-04-2025,1537.4,55,1,Faulty,9.5
MTR3824,South,Residential,25-09-2025,244.8,7.5,2,Active,6.5
MTR3825,North,Residential,05-07-2025,247.2,9.1,2,Active,6.5
MTR3826,North,Industrial,14-10-2025,1494.7,47.4,8,Active,9.5
MTR3827,Central,Commercial,20-07-2025,832.1,28.1,19,Active,8.2
MTR3828,South,Residential,17-09-2025,201.5,7.8,14,Active,6.5
MTR3829,Central,Industrial,14-01-2025,1856.4,64.1,18,Active,9.5
MTR3830,Central,Residential,28-04-2025,374.2,12,6,Faulty,6.5
MTR3831,South,Industrial,09-12-2025,1535.3,59.3,1,Active,9.5
MTR3832,North,Industrial,22-10-2025,1856.5,55.4,5,Active,9.5
MTR3833,Central,Industrial,27-06-2025,1495.5,52,22,Active,9.5
MTR3834,Central,Industrial,08-09-2025,1888.1,58.1,2,Active,9.5
MTR3835,North,Industrial,21-06-2025,1719.4,66.9,6,Active,9.5
MTR3836,North,Commercial,02-10-2025,752.5,23,6,Active,8.2
MTR3837,Central,Industrial,25-10-2025,1677.9,48.6,7,Active,9.5
MTR3838,Central,Residential,17-11-2025,279.8,11.2,0,Active,6.5
MTR3839,Central,Commercial,09-08-2025,664.3,24.2,12,Faulty,8.2
MTR3840,Central,Commercial,11-03-2025,775.8,27.5,3,Active,8.2
MTR3841,North,Commercial,13-07-2025,555.2,18.7,3,Active,8.2
MTR3842,South,Commercial,29-07-2025,698.1,21.3,6,Active,8.2
MTR3843,South,Residential,11-10-2025,240.2,9.2,1,Faulty,6.5
MTR3844,South,Commercial,03-09-2025,653.4,20,0,Active,8.2
MTR3845,South,Industrial,07-04-2025,1750.7,64.3,0,Active,9.5
MTR3846,North,Commercial,14-12-2025,701.1,21.4,1,Active,8.2
MTR3847,Central,Residential,08-02-2025,252.1,7.9,3,Active,6.5
MTR3848,Central,Residential,05-08-2025,280.7,8.8,1,Faulty,6.5
MTR3849,Central,Industrial,05-07-2025,1426,52.3,10,Faulty,9.5
MTR3850,Central,Industrial,01-09-2025,1598.2,51.2,7,Faulty,9.5
MTR3851,South,Industrial,05-08-2025,1472.9,51.7,9,Active,9.5
MTR3852,North,Residential,06-07-2025,369.2,11.3,6,Faulty,6.5
MTR3853,North,Commercial,21-11-2025,635,18.9,10,Active,8.2
MTR3854,North,Residential,11-10-2025,284.9,8.7,0,Active,6.5
MTR3855,South,Industrial,29-09-2025,1602.4,54.6,7,Active,9.5
MTR3856,Central,Commercial,02-07-2025,913.2,34.5,0,Active,8.2
MTR3857,North,Residential,11-06-2025,259.4,8.3,8,Active,6.5
MTR3858,South,Commercial,23-04-2025,896.4,29.8,6,Active,8.2
MTR3859,South,Commercial,01-05-2025,839.2,30.8,9,Active,8.2
MTR3860,North,Residential,29-06-2025,308.3,11.7,9,Active,6.5
MTR3861,South,Industrial,27-08-2025,1528.9,54.9,0,Faulty,9.5
MTR3862,South,Commercial,31-05-2025,786.3,23.8,1,Active,8.2
MTR3863,Central,Commercial,09-12-2025,785.6,24.2,2,Active,8.2
MTR3864,South,Industrial,26-05-2025,1997.9,72,3,Active,9.5
MTR3865,South,Commercial,03-08-2025,702.6,23.8,5,Faulty,8.2
MTR3866,Central,Commercial,22-01-2025,901,31.2,2,Active,8.2
MTR3867,Central,Commercial,30-12-2025,861.7,32.9,12,Active,8.2
MTR3868,Central,Commercial,05-03-2025,613.2,20.5,5,Active,8.2
MTR3869,Central,Residential,21-10-2025,247,8.5,7,Active,6.5
MTR3870,Central,Industrial,02-05-2025,1680,55,2,Active,9.5
MTR3871,South,Industrial,15-01-2025,1537.8,55.5,10,Active,9.5
MTR3872,South,Residential,25-11-2025,264.2,9.5,7,Active,6.5
MTR3873,North,Commercial,03-06-2025,831.6,25.9,7,Active,8.2
MTR3874,South,Residential,26-03-2025,170.3,5.4,0,Active,6.5
MTR3875,North,Commercial,23-10-2025,771.3,29.1,11,Active,8.2
MTR3876,South,Residential,08-07-2025,199.1,7.5,12,Active,6.5
MTR3877,South,Commercial,10-07-2025,712,27.1,8,Active,8.2
MTR3878,South,Commercial,02-08-2025,948.5,30.6,3,Active,8.2
MTR3879,South,Commercial,24-06-2025,574.3,21.7,3,Active,8.2
MTR3880,North,Industrial,03-11-2025,1427.7,51.2,0,Active,9.5
MTR3881,South,Industrial,08-01-2025,1593.6,58.5,14,Active,9.5
MTR3882,Central,Industrial,05-11-2025,1703.7,49.7,13,Active,9.5
MTR3883,South,Industrial,05-09-2025,1588,59.3,4,Active,9.5
MTR3884,North,Industrial,27-11-2025,1385.1,42.9,3,Active,9.5
MTR3885,North,Residential,06-11-2025,248.8,8.7,1,Active,6.5
MTR3886,Central,Industrial,10-06-2025,1737.3,57,15,Active,9.5
MTR3887,South,Residential,21-04-2025,186.3,6.5,0,Faulty,6.5
MTR3888,Central,Commercial,22-06-2025,720.2,23.7,11,Active,8.2
MTR3889,South,Industrial,01-08-2025,1464.8,41.9,0,Active,9.5
MTR3890,Central,Commercial,22-12-2025,748.8,28.5,13,Active,8.2
MTR3891,Central,Residential,27-07-2025,259.6,9.9,0,Active,6.5
MTR3892,South,Industrial,17-10-2025,1492.9,45.7,46,Active,9.5
MTR3893,North,Residential,08-07-2025,234,6.8,4,Active,6.5
MTR3894,Central,Residential,24-12-2025,256.1,10.1,4,Active,6.5
MTR3895,Central,Commercial,30-03-2025,779.9,28.4,4,Active,8.2
MTR3896,Central,Industrial,27-10-2025,1474,42.5,0,Active,9.5
MTR3897,Central,Industrial,12-03-2025,1754,53.4,3,Active,9.5
MTR3898,South,Residential,28-01-2025,297.5,11.5,11,Active,6.5
MTR3899,North,Industrial,29-03-2025,1022.4,39.5,12,Active,9.5
MTR3900,Central,Industrial,14-08-2025,1823.1,61.5,0,Active,9.5
MTR3901,Central,Residential,10-11-2025,256.8,8.6,3,Active,6.5
MTR3902,Central,Commercial,11-05-2025,964.9,35.3,14,Active,8.2
MTR3903,North,Industrial,21-07-2025,1399.2,49.8,10,Active,9.5
MTR3904,Central,Commercial,09-09-2025,827.8,24.1,5,Active,8.2
MTR3905,South,Industrial,29-06-2025,1400.5,41.4,7,Active,9.5
MTR3906,North,Industrial,15-12-2025,1569.7,51,11,Active,9.5
MTR3907,South,Residential,26-05-2025,238.3,7.4,2,Active,6.5
MTR3908,Central,Commercial,22-09-2025,985.2,31.9,2,Active,8.2
MTR3909,Central,Industrial,11-12-2025,1904,56.7,5,Active,9.5
MTR3910,North,Commercial,24-06-2025,733.5,26,1,Active,8.2
MTR3911,Central,Industrial,24-05-2025,1711.5,61.4,27,Active,9.5
MTR3912,Central,Residential,30-01-2025,266.1,7.7,3,Active,6.5
MTR3913,Central,Industrial,24-02-2025,1518.1,50.9,1,Active,9.5
MTR3914,South,Industrial,26-03-2025,1806.6,63.2,15,Active,9.5
MTR3915,Central,Industrial,07-03-2025,1397.4,54.5,2,Active,9.5
MTR3916,Central,Industrial,21-01-2025,1372,52.1,14,Active,9.5
MTR3917,North,Commercial,01-01-2025,589.9,22.4,11,Active,8.2
MTR3918,North,Industrial,06-10-2025,1646.8,64.4,11,Active,9.5
MTR3919,Central,Industrial,28-11-2025,1282.5,46.7,5,Active,9.5
MTR3920,North,Commercial,02-05-2025,627.6,19.8,8,Active,8.2
MTR3921,Central,Industrial,28-01-2025,1661,55.6,0,Active,9.5
MTR3922,North,Residential,15-06-2025,211.5,6.6,7,Active,6.5
MTR3923,North,Industrial,18-02-2025,1229.6,42.3,23,Active,9.5
MTR3924,North,Industrial,06-03-2025,1651.3,61.8,12,Active,9.5
MTR3925,North,Commercial,14-01-2025,621.9,18.3,7,Active,8.2
MTR3926,Central,Industrial,15-06-2025,1481.1,42.4,14,Active,9.5
MTR3927,Central,Residential,19-12-2025,273.5,8.1,2,Active,6.5
MTR3928,South,Residential,06-04-2025,226.9,7.8,9,Active,6.5
MTR3929,North,Commercial,27-11-2025,785,24,15,Active,8.2
MTR3930,North,Industrial,12-04-2025,1391.1,44.5,0,Active,9.5
MTR3931,North,Industrial,21-04-2025,1591.5,50.4,0,Active,9.5
MTR3932,Central,Commercial,29-12-2025,1084.7,32.5,0,Active,8.2
MTR3933,North,Industrial,29-09-2025,1578.2,48.3,0,Active,9.5
MTR3934,South,Industrial,25-08-2025,2098.9,79.1,10,Active,9.5
MTR3935,South,Commercial,18-05-2025,751.5,23.8,0,Active,8.2
MTR3936,South,Industrial,15-12-2025,1859.6,64,9,Active,9.5
MTR3937,North,Industrial,18-10-2025,1396,46.6,5,Active,9.5
MTR3938,North,Residential,16-04-2025,250.1,9.5,4,Active,6.5
MTR3939,North,Commercial,21-10-2025,945.2,34.1,6,Active,8.2
MTR3940,Central,Residential,13-12-2025,263.7,10.3,5,Active,6.5
MTR3941,South,Residential,04-10-2025,164.9,6,2,Faulty,6.5
MTR3942,South,Residential,30-05-2025,310.3,8.9,5,Active,6.5
MTR3943,North,Industrial,12-09-2025,1463.1,51.2,12,Active,9.5
MTR3944,Central,Residential,25-06-2025,271.5,10,17,Active,6.5
MTR3945,South,Commercial,12-09-2025,798.8,25.1,0,Active,8.2
MTR3946,North,Commercial,04-09-2025,938.2,37.2,3,Active,8.2
MTR3947,Central,Industrial,12-08-2025,1582.3,45.6,10,Active,9.5
MTR3948,South,Residential,15-08-2025,225.6,7.3,3,Active,6.5
